Date,Open,High,Low,Close,Adj Close,Volume
3/9/2021,3017.98999,3090.959961,3005.149902,3062.850098,3062.850098,4030000
3/10/2021,3098.449951,3116.459961,3030.050049,3057.639893,3057.639893,3012500
3/11/2021,3104.01001,3131.780029,3082.929932,3113.590088,3113.590088,2776400
3/12/2021,3075,3098.97998,3045.5,3089.48999,3089.48999,2421900
3/15/2021,3074.570068,3082.23999,3032.090088,3081.679932,3081.679932,2913600
3/16/2021,3104.969971,3128.909912,3075.860107,3091.860107,3091.860107,2538800
3/17/2021,3073.219971,3173.050049,3070.219971,3135.72998,3135.72998,3118600
3/18/2021,3101,3116.629883,3025,3027.98999,3027.98999,3649600
3/19/2021,3029.22998,3077.290039,3016.629883,3074.959961,3074.959961,4625400
3/22/2021,3067.850098,3126.580078,3060.050049,3110.870117,3110.870117,2902200
3/23/2021,3127,3182,3120.850098,3137.5,3137.5,3817300
3/24/2021,3151.040039,3160.310059,3085.149902,3087.070068,3087.070068,2959000
3/25/2021,3072.98999,3109.780029,3037.139893,3046.26001,3046.26001,3563500
3/26/2021,3044.060059,3056.659912,2996,3052.030029,3052.030029,3312900
3/29/2021,3055.439941,3091.25,3028.449951,3075.72998,3075.72998,2746000
3/30/2021,3070.01001,3073,3034,3055.290039,3055.290039,2337600
3/31/2021,3064.060059,3119.330078,3062.5,3094.080078,3094.080078,3093900
4/1/2021,3117.939941,3162.439941,3115.550049,3161,3161,2940300
4/5/2021,3173,3235.959961,3161.23999,3226.72998,3226.72998,3334900
4/6/2021,3223.75,3247.310059,3217.040039,3223.820068,3223.820068,2537800
4/7/2021,3233.800049,3303.610107,3223.649902,3279.389893,3279.389893,3346200
4/8/2021,3310.899902,3324.5,3292,3299.300049,3299.300049,2812100
4/9/2021,3304.699951,3372.199951,3288.899902,3372.199951,3372.199951,4341500
4/12/2021,3355.209961,3395.040039,3351.149902,3379.389893,3379.389893,3281800
4/13/2021,3400.850098,3432,3395.629883,3400,3400,3315800
4/14/2021,3404.040039,3404.129883,3326,3333,3333,3145200
4/15/2021,3371,3397,3352,3379.090088,3379.090088,3233600
4/16/2021,3380,3406.800049,3355.590088,3399.439941,3399.439941,3186000
4/19/2021,3390.330078,3435.929932,3360.159912,3372.01001,3372.01001,2725400
4/20/2021,3373.600098,3382.98999,3316,3334.689941,3334.689941,2623000
4/21/2021,3316,3362.860107,3303.810059,3362.02002,3362.02002,2211200
4/22/2021,3371.679932,3372.870117,3301.449951,3309.040039,3309.040039,2580600
4/23/2021,3319.100098,3375,3308.5,3340.879883,3340.879883,3192800
4/26/2021,3348,3428.449951,3330.939941,3409,3409,4880700
4/27/2021,3443.469971,3460,3398.01001,3417.429932,3417.429932,3827100
4/28/2021,3434.800049,3489.879883,3425,3458.5,3458.5,4631900
4/29/2021,3505.100098,3514.449951,3435,3471.310059,3471.310059,7682400
4/30/2021,3525.120117,3554,3462.5,3467.419922,3467.419922,7009300
5/3/2021,3484.72998,3486.649902,3372.699951,3386.48999,3386.48999,5875500
5/4/2021,3356.189941,3367.97998,3272.129883,3311.870117,3311.870117,5439400
5/5/2021,3338.860107,3354.699951,3264.360107,3270.540039,3270.540039,3711300
5/6/2021,3270,3314.399902,3247.199951,3306.370117,3306.370117,4447700
5/7/2021,3319.090088,3330.889893,3289.070068,3291.610107,3291.610107,4710300
5/10/2021,3282.320068,3283,3190,3190.48999,3190.48999,5838600
5/11/2021,3136.280029,3238,3127.370117,3223.909912,3223.909912,4619800
5/12/2021,3185,3207.939941,3133.100098,3151.939941,3151.939941,4936400
5/13/2021,3185.469971,3203.840088,3133,3161.469971,3161.469971,3350900
5/14/2021,3185.560059,3228.860107,3183,3222.899902,3222.899902,3325000
5/17/2021,3245.929932,3292.75,3234.590088,3270.389893,3270.389893,3723900
5/18/2021,3292.580078,3312,3230.370117,3232.280029,3232.280029,2828400
5/19/2021,3195,3234.75,3184,3231.800049,3231.800049,2679700
5/20/2021,3244.399902,3259.679932,3236.179932,3247.679932,3247.679932,2633200
5/21/2021,3250,3256.689941,3197.01001,3203.080078,3203.080078,4104900
5/24/2021,3215.5,3257.949951,3210.5,3244.98999,3244.98999,2422800
5/25/2021,3266.669922,3279.820068,3213.76001,3259.050049,3259.050049,3261100
5/26/2021,3274.590088,3295.72998,3258.51001,3265.159912,3265.159912,2384000
5/27/2021,3256,3260.360107,3230.040039,3230.110107,3230.110107,2561200
5/28/2021,3242,3247.98999,3219.699951,3223.070068,3223.070068,2329800
6/1/2021,3243.5,3250.97998,3209.060059,3218.649902,3218.649902,2430000
6/2/2021,3223.100098,3235,3208,3233.98999,3233.98999,2014500
6/3/2021,3204.22998,3214.439941,3184.030029,3187.01001,3187.01001,2398300
6/4/2021,3212,3221,3198.810059,3206.219971,3206.219971,2249700
6/7/2021,3197.330078,3208,3172.199951,3198.01001,3198.01001,2215800
6/8/2021,3222.610107,3279.530029,3218.01001,3264.110107,3264.110107,3416700
6/9/2021,3272.870117,3297.580078,3270.699951,3281.149902,3281.149902,2455500
6/10/2021,3282.01001,3351,3281.149902,3349.649902,3349.649902,3476500
6/11/2021,3349.649902,3366.580078,3333.449951,3346.830078,3346.830078,2817400
6/14/2021,3346.830078,3385,3335.5,3383.870117,3383.870117,2569700
6/15/2021,3384,3396.98999,3363.110107,3383.129883,3383.129883,2426200
6/16/2021,3392,3426.350098,3360.530029,3415.25,3415.25,4202800
6/17/2021,3403.179932,3497.199951,3401,3489.23999,3489.23999,5136500
6/18/2021,3479.98999,3507,3473.709961,3486.899902,3486.899902,5247700
6/21/2021,3476.419922,3482,3434,3453.959961,3453.959961,3277100
6/22/2021,3458.060059,3523.780029,3456.090088,3505.439941,3505.439941,3345100
6/23/2021,3505,3521,3483.199951,3503.820068,3503.820068,2813300
6/24/2021,3507.639893,3524.860107,3430.850098,3449.080078,3449.080078,3832000
6/25/2021,3464,3464.820068,3394.179932,3401.459961,3401.459961,3941000
6/28/2021,3416,3448,3413.51001,3443.889893,3443.889893,2242800
6/29/2021,3438.820068,3456.030029,3423.030029,3448.139893,3448.139893,2098400
6/30/2021,3441.060059,3471.600098,3435,3440.159912,3440.159912,2404000
7/1/2021,3434.610107,3457,3409.419922,3432.969971,3432.969971,2037100
7/2/2021,3451.639893,3511.719971,3436.919922,3510.97998,3510.97998,3169400
7/6/2021,3530.110107,3685.47998,3529,3675.73999,3675.73999,6744800
7/7/2021,3717.379883,3734.199951,3678.909912,3696.580078,3696.580078,5328100
7/8/2021,3643.560059,3759.98999,3621.120117,3731.409912,3731.409912,5180600
7/9/2021,3722.52002,3748,3693.399902,3719.340088,3719.340088,3748200
7/12/2021,3744,3757.290039,3696.790039,3718.550049,3718.550049,2571600
7/13/2021,3702.100098,3773.080078,3671.320068,3677.360107,3677.360107,3845900
7/14/2021,3708.850098,3717.659912,3660.830078,3681.679932,3681.679932,3296600
7/15/2021,3694.199951,3695.399902,3620.919922,3631.199951,3631.199951,3185300
7/16/2021,3633.310059,3646.060059,3570.459961,3573.629883,3573.629883,4043700
7/19/2021,3532.580078,3550.209961,3499.159912,3549.590088,3549.590088,3784600
7/20/2021,3567.320068,3592,3518,3573.189941,3573.189941,3255700
7/21/2021,3576.379883,3586.449951,3543.639893,3585.199951,3585.199951,2319000
7/22/2021,3587.22998,3640.02002,3582.27002,3638.030029,3638.030029,3265400
7/23/2021,3640,3666.110107,3622.040039,3656.639893,3656.639893,2436300
7/26/2021,3673.169922,3712.080078,3647.25,3699.820068,3699.820068,2900100
7/27/2021,3698.5,3698.5,3586.149902,3626.389893,3626.389893,4131900
7/28/2021,3633.780029,3658.419922,3601,3630.320068,3630.320068,2999400
7/29/2021,3627.75,3637.949951,3580.01001,3599.919922,3599.919922,5520000
7/30/2021,3347.949951,3368.139893,3306.97998,3327.590088,3327.590088,9957100
8/2/2021,3353.100098,3358.919922,3317,3331.47998,3331.47998,3353900
8/3/2021,3340.719971,3391,3299.77002,3366.23999,3366.23999,4157300
8/4/2021,3379.350098,3388.879883,3345.560059,3354.719971,3354.719971,2183900
8/5/2021,3356.219971,3389,3340.919922,3375.98999,3375.98999,2433500
8/6/2021,3375,3375,3329.040039,3344.939941,3344.939941,2635300
8/9/2021,3343.610107,3354.879883,3328.52002,3341.870117,3341.870117,2148200
8/10/2021,3345.01001,3358,3315,3320.679932,3320.679932,2406400
8/11/2021,3331.449951,3337.699951,3277.790039,3292.110107,3292.110107,2923100
8/12/2021,3290,3314.51001,3269.669922,3303.5,3303.5,2314100
8/13/2021,3305.669922,3306.064941,3283,3292.51001,3292.51001,1274388
